ListID,Name,FullName,CompanyName,ContactName,Email,Phone,AltPhone,Fax,BillAddress,BillCity,BillState,BillZip,BillCountry,ShipAddress,ShipCity,ShipState,ShipZip,ShipCountry,CustomerType,Terms,SalesRep,Balance,TotalBalance,CreditLimit,AccountNumber,IsActive,Notes
800001B4-1638776134,Ninehearts Imaging (Pvt) Ltd,Ninehearts Imaging (Pvt) Ltd,Ninehearts Imaging (Pvt) Ltd,,,,,,"Ninehearts Colour Labs (Pvt) Ltd, 99, Stace Road, ",VAT No.,,114648396-700,,,,,,,,,AD,0.00,0.00,0,,1,
8000003D-1617705675,NOLIMIT,NOLIMIT,NOLIMIT,,info@nolimit.lk,011-2737441,,011-2718774,"TIN No. 409200990, Nolimit",Dehiwala,,,,,,,,,,Cheque,AR,63956.00,63956.00,0,,1,
80000237-1679048702,North American Aviation Group Inc,North American Aviation Group Inc,North American Aviation Group Inc,,,,,,"North American Aviation Group Inc, 61, 3/1, 3rd Floor, ",Colombo 03.,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000003C-1617705675,Novaco Security Services,Novaco Security Services,Novaco Security Services,,,,,,"R. A  Athula Perera, Novaco Security Services (Pvt) Ltd",(3rd Lane) Pannipitiya,,,,,,,,,,,AS,0.00,0.00,0,,1,
800002DB-1740025575,NSK Media Systems (Pvt) Ltd,NSK Media Systems (Pvt) Ltd,,,,,,,"NSK Media Systems (Pvt) Ltd, No 20 6th Lane, ",Pannipitiya,,10230,,,,,,,,,AR,0.00,0.00,0,,1,
800001EC-1652852819,OAK INTEGRATED SYSTEMS PVT LTD,OAK INTEGRATED SYSTEMS PVT LTD,OAK INTEGRATED SYSTEMS PVT LTD,,,,,,"OAK INTEGRATED SYSTEMS PVT LTD, Level 26, East Tower, World Trade Center,",VAT No. 102197364 -,,7000,,,,,,,,,A,0.00,0.00,0,,1,
800002E4-1743067214,OCEAN 7 Logistics Pvt Ltd,OCEAN 7 Logistics Pvt Ltd,,,,,,,"Ocean7 Logistics Pvt Ltd, No. 26 B, 1st Floor, Alwis Place,",,1st Floor,,,,,,,,,,,0.00,0.00,0,,1,
80000319-1759894704,Ocnet Technologies,Ocnet Technologies,Ocnet Technologies,,,,,,"Ocnet Technologies, No. D 28, Matha Road,",Colombo 08.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000311-1757574698,Office Network (Pvt) Ltd,Office Network (Pvt) Ltd,Office Network (Pvt) Ltd,,,,,,"Office Network (Pvt) Ltd, No. 122, Nawala Road, ",VAT No.,,114152455-700,,,,,,,,,A,0.00,0.00,0,,1,
8000003B-1617705675,Open Systems Integrators,Open Systems Integrators,Open Systems Integrators (Pvt) Ltd,,smbsales@eopensys.com,,,,"Open Systems Integrators (Pvt) Ltd, No. 438-440, ",Colombo - 03,,,,,,,,,,,A,0.00,0.00,0,,1,
8000033A-1775632498,Open Systems Integrators (Pvt) Ltd,Open Systems Integrators (Pvt) Ltd,Open Systems Integrators (Pvt) Ltd,,,,,,"TIN No .114299910, Open Systems Integrators (Pvt) Ltd",Colombo 03.,,,,,,,,,,Cheque,A,0.00,0.00,0,,1,
80000316-1758704033,Openlink (PVT) Ltd,Openlink (PVT) Ltd,Openlink (PVT) Ltd,,,,,,"TIN No.174915830, Openlink (PVT) Ltd",Colombo04,,,,,,,,,,Cheque,A,0.00,0.00,0,,1,
8000003A-1617705675,Optimal Solutions,Optimal Solutions,Optimal Solutions,,,,,,"Optimal Solutions, 8, Pathiba Road,",Colombo 05,,,,,,,,,,,A,0.00,0.00,0,,1,
800001BF-1640590046,Orel Corporation (Pvt) Ltd,Orel Corporation (Pvt) Ltd,Orel Corporation (Pvt) Ltd,,,,,,"Orel Corporation (Pvt) Ltd, No: 76, Kandahena Estate, ",Padukka,,,,,,,,,,,A,0.00,0.00,0,,1,
800002CA-1734691098,Orikmo Technologies (Pvt) Ltd,Orikmo Technologies (Pvt) Ltd,Orikmo Technologies (Pvt) Ltd,,,,,,"Orikmo Technologies (Pvt) Ltd, No.75a, Sri Hemananda Mawatha, ",VAT No.103300983-7000,,,,,,,,,,,AR,0.00,0.00,0,,1,
800001FC-1656567686,Orit Trading Lanka (Pvt) Ltd,Orit Trading Lanka (Pvt) Ltd,Orit Trading Lanka (Pvt) Ltd,,,,,,"Orit Trading Lanka (Pvt) Ltd, 7th Floor, East Tower",Colombo 01,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001E8-1650878574,OSILMO Special Education & Research Cente,OSILMO Special Education & Research Cente,OSILMO Special Education & Research Cente,,,,,,"OSILMO Special Education, & Research Center",Piliyandala,,,,,,,,,,,A,0.00,0.00,0,,1,
80000039-1617705675,P.K.B. Samaradiwakara,P.K.B. Samaradiwakara,P.K.B. Samaradiwakara,,,,,,"P.K.B. Samaradiwakara, Epitawaththa, Galgamuwa, ",Alawwa,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000038-1617705674,Paan Paan,Paan Paan,Lanka Premier Foods (Pvt) Ltd,,tharaka@lpf.lk,,,,"Lanka Premier Foods (Pvt) Ltd, No 84, Lorenz Road",Colombo 04,,,,,,,,,,,AS,47500.00,47500.00,0,,1,
80000037-1617705674,Pacific Manning Agency Colombo(Pvt) Ltd,Pacific Manning Agency Colombo(Pvt) Ltd,Pacific Manning Agency Colombo(Pvt) Ltd,,,,,,"Pacific Manning Agency Colombo(Pvt) Ltd, No:61, ",Colombo 02,,,,,,,,,,,A,0.00,0.00,0,,1,
80000283-1712132887,Paramount Technology,Paramount Technology,,,,,,,"Paramount Technology, No.335/1 , ",Ratmalana,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000341-1778665692,PARTNER IT SOLUTIONS & SERVICE (PVT) LTD,PARTNER IT SOLUTIONS & SERVICE (PVT) LTD,,,,,,,"PARTNER IT SOLUTIONS & SERVICE (PVT) LTD, Super Market Building, ",Nugegoda,,80150,,,,,,,,,AR,0.00,0.00,0,,1,
8000021C-1667451004,Pawara Tech Solutions,Pawara Tech Solutions,Pawara Tech Solutions,,,,,,"Pawara Tech Solutions, 712C, 1/1",Colombo - 09,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000261-1699266226,PC Holdings,PC Holdings,,,,,,,"PC Holdings, No.65, Awissawella Road,",Angoda.,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000019E-1634278148,PC TECHNOLOGIES (PVT) LTD.,PC TECHNOLOGIES (PVT) LTD.,,,,,,,"PC TECHNOLOGIES (PVT) LTD., NO.311A. 1st FLOOR, UNITY PLAZA,",COLOMBO-04.,,,,,,,,,,,A,0.00,0.00,0,,1,
8000034E-1783576284,PCS Office Automation,PCS Office Automation,PCS Office Automation,,,,,,"TIN No. 104215343, PCS Office Automation",Puttalam.,,,,,,,,,,Cheque,AR,49240.00,49240.00,0,,1,
800001E0-1646711297,Penguin Shipping Enterprises (Pvt) Ltd.,Penguin Shipping Enterprises (Pvt) Ltd.,,,,,,,"Penguin Shipping Enterprises (Pvt) Ltd., No.48/1 , ",Colombo 7.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000278-1708919148,Penta Technology Solutions (Pvt) Ltd,Penta Technology Solutions (Pvt) Ltd,,,,,,,"TIN No.102526996, Penta Technology Solutions (Pvt) Ltd",Nugegoda,,10250,,,,,,,,Cheque,AD,212990.00,212990.00,0,,1,
800001F9-1655792082,People's Merchant Finance PLC,People's Merchant Finance PLC,People's Merchant Finance PLC,,,,,,"PMF Finance PLC, No. 483/4, ",Narahenpita.,,,,,,,,,,,A,0.00,0.00,0,,1,
800001DA-1644640101,Peoples Organization,Peoples Organization,,,,,,,"Peoples Organization, Negambo",,,,,,,,,,,,A,0.00,0.00,0,,1,
80000036-1617705674,Peramuna Communication,Peramuna Communication,Peramuna Communication,,,,,,"Peramuna Communication, 719, Malabe Road,",Kottawa.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001B5-1639387031,Perfect Business Solution Services (Pvt),Perfect Business Solution Services (Pvt),Perfect Business Solution Services (Pvt),,,,,,"Perfect Business Solution, Services (Pvt) Ltd.",Colombo 03,,,,,,,,,,,A,0.00,0.00,0,,1,
80000035-1617705674,Phoenix Ogilvy (Pvt) Ltd,Phoenix Ogilvy (Pvt) Ltd,Phoenix O&M (Pvt) Ltd,,,,,,"Phoenix O&M (Pvt) Ltd, PO Box.1263, ",VAT No.,,114037826-700,,,,,,,,,AS,0.00,0.00,0,,1,
80000349-1781764800,Pixel Technology,Pixel Technology,Pixel Technology,,,,,,"Pixel Technology, No. 19/01, New Town,",Polonnaruwa.,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000034-1617705674,POWER HOUSE (PVT) LTD,POWER HOUSE (PVT) LTD,POWER HOUSE (PVT) LTD,,,,,,"POWER HOUSE (PVT) LTD, No 320, Level 04, ",VAT No. 114333557 -7000,,,,,,,,,,,A,0.00,0.00,0,,1,
80000033-1617705674,Prabath Kanishka Photography,Prabath Kanishka Photography,,,,,,,"Prabath Kanishka Photography, No 508 , Mewella Road",Kelaniya,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000195-1632911689,Precision Micro Solutions (Pvt) Ltd,Precision Micro Solutions (Pvt) Ltd,Precision Micro Solutions (Pvt) Ltd,,,,,,"Precision Micro Solutions (Pvt) Ltd, 714/2 Muththugoda Road, ",Battaramulla,,,,,,,,,,,A,0.00,0.00,0,,1,
800001CA-1641444812,Premier IT Solutions (pvt) Ltd,Premier IT Solutions (pvt) Ltd,Premier IT Solutions (pvt) Ltd,,,,,,"Premier IT Solutions (pvt) Ltd, No. G292/05, ",VAT No.107840370-7000,,,,Premier IT Solutions (pvt) Ltd,Colombo - 11,,,,,,AD,0.00,0.00,0,,1,
8000020A-1662030028,Pretec Solutions,Pretec Solutions,Pretec Solutions,,,0113680110,,,"Pretec Solutions, No 11, 1st Floor",Colombo 04,,,,,,,,,,,AR,0.00,0.00,0,,1,
800002CF-1736489853,Pretec Systems,Pretec Systems,,,,,,,"Pretec Systems, 27, Anura Mawatha, ",off Indrajothi Rd,,10390,,,,,,,,,AR,0.00,0.00,0,,1,
8000014C-1619071516,Pretec Systems (Pvt) Ltd,Pretec Systems (Pvt) Ltd,Pretec Systems (Pvt) Ltd,,,,,,"Pretec Systems (Pvt)Ltd, 1st Floor, Unity Plaza,",315A Galle Rd,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000017D-1627541757,Prima Management Services (Pvt) Ltd,Prima Management Services (Pvt) Ltd,,,,,,,"Prima Management Services (Pvt) Ltd, No: 50, ",Rajagiriya,,,,,,,,,,,A,0.00,0.00,0,,1,
80000032-1617705674,Prime Finance PLC,Prime Finance PLC,Prime Finance PLC,,,,,,"Prime Finance PLC, No 61",VAT No -,,134011947-700,,,,,,,,,A,0.00,0.00,0,,1,
80000310-1757498343,Prime Lands (Pvt.) Ltd,Prime Lands (Pvt.) Ltd,,,,,,,"Prime Lands (Pvt.) Ltd, No 75, ",VAT No.114162310-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
800002E5-1743135558,Prime Pulse Solutions (Pvt) Ltd,Prime Pulse Solutions (Pvt) Ltd,,,,,,,"TIN No. : 119574218, Prime Pulse Solutions (Pvt) Ltd",Dehiwala.,,,,,,,,,,Cheque,AD,645460.00,645460.00,0,,1,
800002BC-1730802334,Pristine Solutions (Pvt) Ltd,Pristine Solutions (Pvt) Ltd,,,,,,,"Pristine Solutions (Pvt) Ltd, Level 04 - Atrium Building, ",VAT No.,,114403768-700,,,,,,,,,AD,0.00,0.00,0,,1,
800001FB-1656399131,Priya Dharmarajah Spathodea,Priya Dharmarajah Spathodea,Priya Dharmarajah Spathodea,,,,,,"Priya Dharmarajah Spathodea, No, 109 5/4 , ",Colombo - 05.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001A3-1635498082,Property Finance & Investments Kandy,Property Finance & Investments Kandy,,,,,,,"Property Finance, & Investments Kandy (Pvt) Ltd","Welikada, Rajagiriya",,,,,,,,,,,A,0.00,0.00,0,,1,
800001A2-1635396700,Prudential Shipping Lines (Pvt) Ltd,Prudential Shipping Lines (Pvt) Ltd,Prudential Shipping Lines (Pvt) Ltd,,,,,,"Prudential Shipping Lines (Pvt) Ltd, Level 04, Resolute, ",Rajagiriya,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002E0-1742193498,Pubudu Engineering (Pvt) Ltd,Pubudu Engineering (Pvt) Ltd,,,,,,,"Pubudu Engineering (Pvt) Ltd, No:68, UDA Idustrial Estate, ",VAT No.114257648-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000178-1626347632,R. M. N Rajakaruna,R. M. N Rajakaruna,,,,,,,"R. M. N Rajakaruna, 28/7, Rajaweediya,",Kiridiwela,,,,,,,,,,,A,0.00,0.00,0,,1,
800001E9-1651469327,R.M. Chemicals Ceylon (Pvt) Ltd,R.M. Chemicals Ceylon (Pvt) Ltd,R.M. Chemicals Ceylon (Pvt) Ltd,,,,,,"R.M. Chemicals Ceylon (Pvt) Ltd, Plot No 25, LINDEL Industrial Estate, ",Makola,,,,,,,,,,,,0.00,0.00,0,,1,
80000031-1617705674,R.P. Systems,R.P. Systems,R.P. Systems,,,,,,"R.P. Systems, 233, Rukmale,",Pannipitiya,,,,,,,,,,,A,0.00,0.00,0,,1,
800001BE-1640343155,R&D Technologies,R&D Technologies,R&D Technologies,,,,,,"R&D Technologies, 287/ 3/3, Havlock Road,",Colombo - 05,,,,,,,,,,,,-120000.00,-120000.00,0,,1,
800001D7-1644463801,Randev,Randev,Randev,,,,,,"Randev, No- 49/33 Nagahamulla Road ,",Talangama South.,,,,Randev,Nugegoda,,,,,,AD,0.00,0.00,0,,1,
8000023A-1682326165,Rangiri Srilanka Media Networks,Rangiri Srilanka Media Networks,,,,,,,"Rangiri Srilanka Media Networks, Rangiri Dambulla Development Foundation",VAT No.,,154012354-700,,,,,,,,,AS,0.00,0.00,0,,1,
80000030-1617705673,Rapidventure (Pvt) Ltd,Rapidventure (Pvt) Ltd,Rapidventure (Pvt) Ltd,,,,,,"Rapidventure (Pvt) Ltd, No:743/4/A Muwanhelawatta Road",VAT No.174792259 -,,7000,,,,,,,,,AD,29500.00,29500.00,0,,1,
8000002F-1617705673,Redline Technologies,Redline Technologies,Redline Technologies,,,,,,"Redline Technologies, No. 21, Joseph`s Place",Colombo 04.,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000002E-1617705673,Regency Teas (Pvt) Ltd,Regency Teas (Pvt) Ltd,Regency Teas (Pvt) Ltd,,,,,,"Regency Teas (Pvt) Ltd, #359, Biyagama Road, ",VAT NO: 114192643-,,7000,,,,,,,,,AD,0.00,0.00,0,,1,
8000002D-1617705673,Richard Pieris Finance LTD,Richard Pieris Finance LTD,,,,,,,"Richard Pieris Finance LTD, No 69, Aprico Complex, ",Colombo 2,,,,,,,,,,,A,0.00,0.00,0,,1,
80000296-1717586180,Rio Holdings (Pvt) Ltd,Rio Holdings (Pvt) Ltd,Rio Holdings (Pvt) Ltd,,,,,,"Rio Holdings (Pvt) Ltd, Beddagana",Pitakotte.,,,,,,,,,,,AS,0.00,0.00,0,,1,
800002E1-1742206995,RK Computers,RK Computers,,,,,,,"RK Computers, 200/28/a Isurupura Mawatha,",Piliyandala.,,,,,,,,,,,AR,30.00,30.00,0,,1,
800002B1-1727257936,ROAR AD X (PVT LTD,ROAR AD X (PVT LTD,,,,,,,"ROAR AD X (PVT LTD, 11A, ",VAT No.,,103454050-700,,,,,,,,,AD,0.00,0.00,0,,1,
80000208-1661765678,Royal Colombo Golf Club,Royal Colombo Golf Club,Royal Colombo Golf Club,,,,,,"Royal Colombo Golf Club, No.223, ",Colombo - 08,,,,,,,,,,,,0.00,0.00,0,,1,
8000034D-1783050395,S&C Technologies,S&C Technologies,S&C Technologies,,,,,,"S&C Technologies, 272/1/B, Bollaththa North,",Ganemulla.,,,,,,,,,,,AR,0.00,0.00,0,,1,
800001A8-1636448034,SAAF Lanka (Pvt) Ltd,SAAF Lanka (Pvt) Ltd,SAAF Lanka (Pvt) Ltd,,,,,,"SAAF Lanka (Pvt) Ltd, No# 080, ","Marybiso Rd, Gampaha",,,,,,,,,,,A,0.00,0.00,0,,1,
800001DC-1645766245,Sachindra Senanayake,Sachindra Senanayake,,,,,,,"Sachindra Senanayake, No.30/32, ",Boralasgamuwa.,,,,Sachindra Senanayake,Boralesgamuwa.,,,,,,A,0.00,0.00,0,,1,
80000217-1665118893,Sachintha jayathilake,Sachintha jayathilake,Sachintha jayathilake						,,,,,,"Sachintha jayathilake, No.58,","Galkanda lane, Anniwatte",,,,,,,,,,,A,0.00,0.00,0,,1,
8000026D-1703848651,Sahasra Studio Pvt Ltd,Sahasra Studio Pvt Ltd,,,,,,,"Sahasra Studio Pvt Ltd, No, 456/5B, ",Hokandara,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000245-1685519701,Sai Photograph Jaffna,Sai Photograph Jaffna,,,,,,,Sai Photograph Jaffna,,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000192-1631852864,Sampath I T Solutions Limited,Sampath I T Solutions Limited,,,,,,,"Sampath Information Technology Solutions, Limied",VAT No.,,134013753-700,,,,,,,,,A,0.00,0.00,0,,1,
80000181-1628137103,Sampath Senaratharachchige Associates,Sampath Senaratharachchige Associates,Sampath Senaratharachchige Associates,,,,,,"Sampath Senaratharachchige Associates, (Pvt) Ltd","784B, M.D.H Jayawardena Mawatha",M.D.H,,,,,,,,,,AD,0.00,0.00,0,,1,
80000179-1626932350,Sanasa Insurance Company Ltd.,Sanasa Insurance Company Ltd.,Sanasa Insurance Company Ltd.,,,,,,"Sanasa General Insurance ., 172, Elwitigala Mv, ",Colombo 08,,,,,,,,,,,A,0.00,0.00,0,,1,
8000024B-1688104647,SANASA Life Insurance Company PLC,SANASA Life Insurance Company PLC,SANASA Life Insurance Company PLC,,,,,,"SANASA Life Insurance Company PLC, No: 340 2/1, R. A. de Mel Mw,",,R. A. de,,,,,,,,,,A,0.00,0.00,0,,1,
80000275-1707106711,SANASA Media Networks (Pvt) Ltd,SANASA Media Networks (Pvt) Ltd,,,,,,,"SANASA Media Networks (Pvt) Ltd, #340 2/1, ",Colombo - 03,,,,,,,,,,,A,0.00,0.00,0,,1,
800001CE-1641876263,Sanken Overseas (Pvt) Ltd,Sanken Overseas (Pvt) Ltd,Sanken Overseas (Pvt) Ltd,,,,,,"Sanken Overseas (Pvt) Ltd, No.10 Albert Crescent,",Colombo - 07,,,,Sanken Overseas (Pvt) Ltd,Colombo - 07,,,,,,AD,0.00,0.00,0,,1,
8000002C-1617705673,Satecro Technologies,Satecro Technologies,Satecro Technologies,,,,,,"Satecro Technologies, #194/4, Wasana Piyasha, ",Panadura,,,,,,,,,,,AD,176000.00,176000.00,0,,1,
8000002B-1617705673,Savinda Graphics system (Pvt) Ltd,Savinda Graphics system (Pvt) Ltd,Savinda Graphics system (Pvt) Ltd,,,,,,"Savinda Graphics system (Pvt) Ltd, 145, UDA Industrial Zone, ",Homagama.,,,,,,,,,,,A,0.00,0.00,0,,1,
800002EE-1748415827,SC Printing International (Pvt) Ltd,SC Printing International (Pvt) Ltd,SC Printing International (Pvt) Ltd,,,,,,"SC Printing International (Pvt) Ltd, 654/19, Industrial Estate, ",VAT No.114258199-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000266-1700638851,Search Advance Technology,Search Advance Technology,,,,,,,"Search Advanced Technology, 53/18, Perera Mw, Old, Kottawa Road, ",Nugegoda,,,,,,,,,,,A,0.00,0.00,0,,1,
80000236-1678859925,Secvision (Pvt) Ltd,Secvision (Pvt) Ltd,Secvision (Pvt) Ltd,,,,,,"Secvision (Pvt) Ltd, 3rd Floor, 108A 3/1, ",Colombo - 06,,,,,,,,,,,A,0.00,0.00,0,,1,
800002A4-1724151580,Sell-X Computers (Pvt) Ltd,Sell-X Computers (Pvt) Ltd,,,,,,,"Sell-X Computers (Pvt) Ltd, No.87/6, ",VAT No.,,102911113-700,,,,,,,,,AD,0.00,0.00,0,,1,
80000268-1701055494,Senkadagala Finance,Senkadagala Finance,,,,,,,"Senkadagala Finance, Level 2 , No. 267, ",Colombo - 03,,,,Senkadagala Finance,Colombo - 10,,,,,,AD,0.00,0.00,0,,1,
800002BB-1730175736,Serandib Scuba (Pvt) Ltd,Serandib Scuba (Pvt) Ltd,,,,,,,"Serendib Scuba (Pvt) Ltd, No.84/2A, Dosthara Watta",Nugegoda.,,,,Serendib Scuba (Pvt) Ltd,Nugegoda.,,,,,,A,0.00,0.00,0,,1,
800001F8-1655787939,Sevenx Lanka (Pvt) Ltd,Sevenx Lanka (Pvt) Ltd,Sevenx Lanka (Pvt) Ltd,,,,,,"Sevenx Lanka (Pvt) Ltd, No:22, 1/1, 40th Lane",VAT No -,,174969892-700,,,,,,,,,AD,0.00,0.00,0,,1,
800001F7-1655369434,Seyacolor,Seyacolor,Seyacolor,,,,,,"Seyacolor, #2B, Temple Road, Kalubowila,",,Temple,,,,,,,,,,AD,0.00,0.00,0,,1,
800001D0-1642757352,Seybi Trading Pvt ltd,Seybi Trading Pvt ltd,Seybi Trading Pvt ltd,,,,,,"Seybi Trading Pvt Ltd, 107 Subhadrarama Rd,",Nugegoda,,,,,,,,,,,A,0.00,0.00,0,,1,
8000002A-1617705672,Share Colombo Services,Share Colombo Services,Share Colombo Services,,,,,,"Share Colombo Services (Pvt) Ltd, 27/1 A, Hotel Road,",Mount Lavinia,,,,,,,,,,,,0.00,0.00,0,,1,
80000315-1758599976,Shenid IT Solutions,Shenid IT Solutions,,,,,,,"Shenid IT Solutions, No.422/6, ",Mulleriyawa.,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000027F-1710909439,Shinnyo-En Lanka Preschool,Shinnyo-En Lanka Preschool,,,,,,,"Shinnyo-En Lanka Preschool, No.37, ",Pamankada.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000029-1617705672,Silvacos (pvt) Ltd,Silvacos (pvt) Ltd,,,,,,,"Silvacos (pvt) Ltd, 109 Kynsey Road",Colombo 08,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001DD-1646109142,Silvacos Private Ltd,Silvacos Private Ltd,Silvacos Private Ltd,,,,,,"Silvacos Private Ltd, No.109, ",Colombo – 08.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001AE-1637643015,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,,,,,,"SILVERLINE INFORMATION TECHNOLOGY PVT LTD, No 18/A, 1st Lane, ",VAT No.174015686-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
80000028-1617705672,Singer (Sri Lanka) PLC,Singer (Sri Lanka) PLC,Singer (Sri Lanka) PLC,,accounts@activelk.com,,,,"Singer (Sri Lanka) PLC, No. 112, Havelock Road, ",IT Department (3rd Floor),,,,,,,,,,,AS,0.00,0.00,0,,1,
8000025C-1697168477,Sinnadurai Sundaralingam & Balendra,Sinnadurai Sundaralingam & Balendra,Sinnadurai Sundaralingam & Balendra,,,,,,"Sinnadurai Sundaralingam & Balendra, 367 4/1 Dam St ,",Colombo 12.,,,,Sinnadurai Sundaralingam & Balendra,Colombo 12.,,,,,,AD,0.00,0.00,0,,1,
80000027-1617705672,SkyNet Solutions & Co,SkyNet Solutions & Co,SkyNet Solutions & Co,,,,,,,SkyNet Solutions &,CO,,,,,,,,,,A,0.00,0.00,0,,1,
80000209-1661840760,SLT VisionCom (Pvt) Ltd,SLT VisionCom (Pvt) Ltd,SLT VisionCom (Pvt) Ltd,,,,,,"Srilanka Telecom (Services) Limited, Po Box 503, ",VAT No. 134004169 -,,7000,,,,,,,,,A,0.00,0.00,0,,1,
80000312-1757674517,Smart IT Solution-Kekeirawa,Smart IT Solution-Kekeirawa,Smart IT Solution-Kekeirawa,,,,,,"Smart IT Solution-Kekeirawa, No-04, Market Complex,",Kekirawa.,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000335-1773200830,Smart Moves & Repairs,Smart Moves & Repairs,Smart Moves & Repairs,,,,,,"Smart Moves & Repairs, No 48/1, D M Colombage, ",Kirulapana Colombo 05,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001FD-1657616197,Smart Net (Pvt) Ltd,Smart Net (Pvt) Ltd,,,,,,,"Smart Net (Pvt) Ltd, No. 5d, Kassapa Road,",Kalubowila,,,,,,,,,,,A,0.00,0.00,0,,1,
80000314-1758085535,Smart Stock (Pvt) Ltd,Smart Stock (Pvt) Ltd,,,,,,,"Smart Stock (Pvt) Ltd, No.130/7, ",Boralasgamuwa.,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000026-1617705672,SMS Marketing (Pvt) Ltd,SMS Marketing (Pvt) Ltd,SMS Marketing (Pvt) Ltd,,thilie1990@gmail.com,,,,"SMS Marketing (Pvt) Ltd, No - 302/A, First Floor, ",Colombo 04,,,,,,,,,,,,0.00,0.00,0,,1,
80000025-1617705671,Softlogic Information Technologies (Pvt),Softlogic Information Technologies (Pvt),Softlogic Information Technologies (Pvt),,,,,,"TIN No.114097080, Softlogic Information Technologies",No 14,DE,,,,,,,,,,A,200599.98,200599.98,0,,1,
80000300-1753675621,Softlogic Life Insurance PLC,Softlogic Life Insurance PLC,,,,,,,"Softlogic Life Insurance PLC, No. 240, Level 3, ",Nugegoda.,,,,,,,,,,,AS,0.00,0.00,0,,1,
800001C2-1640665959,Softnet Information (Pvt) Ltd,Softnet Information (Pvt) Ltd,Softnet Information (Pvt) Ltd,,,0117799666,,,"Softnet Information (Pvt) Ltd, #118, High Level Road",VAT No. 114472085 -,,7000,,Softnet Information (Pvt) Ltd,,High,,,,,AD,0.00,0.00,0,,1,
800002F9-1750939379,Sourcecode-LK,Sourcecode-LK,,,,,,,"Sourcecode-LK, No 78B, ","Ethulkotte, Kotte.",,,,,,,,,,,AD,0.00,0.00,0,,1,
800002B6-1728624503,Southern Technologies,Southern Technologies,,,,,,,"Southern Technologies, No. 13A, Meda Mawatha, Siddamulla,",,Meda,,,,,,,,,Cheque,AR,0.00,0.00,0,,1,
800001D1-1642764022,SouthNet Technologies (Pvt) Ltd,SouthNet Technologies (Pvt) Ltd,SouthNet Technologies (Pvt) Ltd,,,,,,"SouthNet Technologies (Pvt) Ltd, No.155, Wackwella Road,",Galle.,,,,SouthNet Technologies (Pvt) Ltd,Galle.,,,,,,A,0.00,0.00,0,,1,
80000270-1704518824,Sporting Times,Sporting Times,,,,,,,"Sporting Times, Level 2, 267 Galle Road,",,267,,,,,,,,,,AD,0.00,0.00,0,,1,
800002A3-1724138305,Sri Laka Rupahavani Corporation,Sri Laka Rupahavani Corporation,,,,,,,"Sri Laka Rupahavani Corporation, P.O.Box 2204 , ",Colombo 07,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000172-1625028119,Sri Lanka Institute Of Marketing,Sri Lanka Institute Of Marketing,Sri Lanka Institute Of Marketing,,,,,,"Sri Lanka Institute Of Marketing, No 94, Ananda Rajakaruna Mawatha, ",VAT No,,409057144-700,,,,,,,,,A,0.00,0.00,0,,1,
80000024-1617705671,Sri Lanka Institute of Taxation,Sri Lanka Institute of Taxation,,,,,,,"Sri Lanka Institute of Taxation, No 42-A-1/1 Galle Road, ",Dehiwala.,,,,,,,,,,,,0.00,0.00,0,,1,
80000023-1617705671,SRI LANKA INSURANCE CORPORATION LTD.,SRI LANKA INSURANCE CORPORATION LTD.,,,,,,,"SRI LANKA INSURANCE CORPORATION LTD, 21, Vauxhall Street, ",VAT No - 294001590-7000.,,,,,,,,,,,AS,0.00,0.00,0,,1,
